#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-03 18:53:10
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 05:41:26 W3SVC3236 GET /js/skdslider.min.js - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 5462 328 423
2016-10-04 05:41:27 W3SVC3236 GET /images/logo.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 31648 349 1134
2016-10-04 05:41:29 W3SVC3236 GET /images/slide1.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 79597 351 2135
2016-10-04 05:41:30 W3SVC3236 GET /images/slide3.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 70010 351 1565
2016-10-04 05:41:33 W3SVC3236 GET /js/jquery.js - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 283209 321 7075
2016-10-04 05:41:34 W3SVC3236 GET /images/slide-bg.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/skdslider.css www.xtruline.com 200 0 0 3191 370 363
2016-10-04 05:41:34 W3SVC3236 GET /images/slide-bg-active.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/skdslider.css www.xtruline.com 200 0 0 3219 377 579
2016-10-04 05:41:34 W3SVC3236 GET /images/socialmedia2.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 0 12338 370 444
2016-10-04 05:41:34 W3SVC3236 GET /images/slide2.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 111068 351 1457
2016-10-04 05:41:35 W3SVC3236 GET /images/slide5.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 51977 351 2161
